dayasyani||s,r2,m1,p,n2,d2,n2,s.|s.,n2,d2,m1,g3,r2,s|28
girishapriya||s,r1,g1,m2,p,n3,s.|s.,n3,p,m2,g1,r1,s|39
parashara||s,r1,g3,r1,m1,p,n3,d1,n3,p|s.,n3,d1,g3,r1,s|15
kamalaptapriya||s,r1,s,m2,p,d1,s.|s.,d1,p,m2,g3,r1,s|51
ravikulanayakan||s,r2,m2,p,n2,s.|s.,d2,p,g3,s|64
dhamavati||s,r2,g2,m2,p,d,n,s.|s.,n,d,p,m2,g2,r2,s|59
tirumaambuyan||s,g2,m1,d2,s.|s.,n2,m1,r1,s|10
mamanju||s,g2,m1,d1,s.|s.,n2,p,m1,g2,r2,s|20
shankarittam||s,r2,g2,p,n2,s.|s.,d2d2,m1,g2,s|22
antari||s,g3,m2,p,d2,n3,s.|s.,d2,p,m2,g3,r2,s|65
dhavalakesari||s,r1,g2,m1,p,d1,n2,s.|s.,n2,p,m1,g2,s|8
gurunathapriya||s,r2,m1,p,d2,s.|s.,n2,d2,m1,g3,r2,s|28
purapurika||s,m1,p,d2,n3,s.|s.,n3,d2,p,m1,s|29
mallikaumodi||s,g1,m2,p,d2,n2,s.|s.,n2,d2,p,m2,g1,s|40
saindhavagaula||s,r1,g2,m1,p,d1,n1,s.|s.,d1,p,m1,g2,r1,s|7
caturananapriya||s,r1,g2,p,d2,n3,s.|s.,n3,d2,p,g2,r1,s|11
rupangi||s,r2,m1,p,n2,s.|s.,d2,n2,p,m1,g2,r2,s|22
shantasvarupini||s,g3,r1,m1,p,d2,n2|s.,n2,d2,n2,p,m1,r1,s|16
rajatavali||s,r1,g2,m1,d1p,d1,n2,s.|s.,n2,d1,m1,g2,p,r1,s|8
kanada||s,r2,g3,m1,p,m1,d2,n3,s.|s.,n3,s,d2,n3,p,m1,g3,m1,r2,s|29
mrgendramadhyama||s,r3,m1,d1,n2,s.|s.,n2,d1,m1,r3,s|32
bhogasindhu||s,p,m2,p,d3,n3,s.|s.,n3,d3,n3,p,m2,s|48
bhogachaayaa||naattai,s,r3,g3,r3,g3,mi,p,n2,n2,s.|s.,n2,d2,n2,p,s,n2,p,m1,m1,r3,s|34
ksen||s,g2,p,n3,s.|s.,n3,d1,p,m1,g2,r1,s|9
ganasamavarali||s,r1,m1,p,d1,n3,s.|s.,n3,d1,p,m1,g1,r1,s|3
vadivazhagan||s,r2,g3,m2,p,d1,n2,s.|s.,d1,p,g3,s|62
shuddhakalanidhi||s,g3,p,d1,n3|d1,p,m2,g3,r2,s,n3|63
maruvabangala||s,p,m2,p,d1,n3,s.|s.,n3,d1,p,m2,g1,r1,s|39
asangadhari||s,r1,g1,r1,m2,p,n3,d1,n3,s.|s.,n3,p,d1,m2,g1,r1,m2,r1,s|39
udayaravi||s,g2,m1,p,n2,s.|s.,n2,p,m1,g2,s|20
cittabhramari||s,r1,g2,p,d1,s.|s.,n3,d1,p,g2,r1,s|9
raagacoodaamani||s,r3,g3,m1,p,n2,s.|s.,n2,d1,m1,r3,g3,s|32
bhagavataranjana||s,r2,m2,p,d2,n2,s.|s.,n2,d2,p,m2,g3,r2,s|64
ankura||s,g3,m1,p,n2,s.|s.,n2,d1,p,m1,r1,s|14
pukkam||s,g2,p,n2,s.|s.,d1,p,m2,g2,r2,s|56
saralam||s,g2,p,n3,s.|s.,d2,p,m1,g2,r2,s|23
diksamangali||s,r1,m2,p,d2,s.|s.,d2,p,m2,g2,r1,s|47
kiranabhaskaram||s,r2,g2,m1,n2,s.|s.,n2,d2,p,m1,d2,m1,g2,r2,s|22
shuddhavarali||s,r2,g3,m1,d2,n2,s.|s.,n2,d2,n2,p,m1,g3,s|28
maunasugandhi||s,g3,m1,p,d2,s.|s.,n3,d2,p,m1,g3,r1,s|17
surabhusani||s,r1,g1,m1,p,s.|s.,n2,d2,n2,p,m1,r1,s|4
sikambhoji||s,r1,g3,m2,d2,n2,s.|s.,d2,p,m2,g3,r1,s|52
arikandapulavar||s,r1,m1,p,d2,s.|s.,n3,d2,p,m1,g2,s|11
praharanakalita||s,r2,g3,p,d2,n3,s.|s.,n3,d2,p,g3,r2,s|29
avivardhana||s,r1,g3,m1,n3,s.|s.,n3,d2,p,m1,g3,r1,s|17
shubhapantuvarali|45|s,r1,g2,m2,p,d1,n3,s.|s.,n3,d1,p,m2,g2,r1,s|
vayanam||s,r2,m2,p,s.|s.,n3,d1,p,m2,g2,s|57
havavilasini||s,r3,m2,p,d1,s.|s.,d1,p,m2,r3,s|69
aranverppu||s,g2,m1,p,d2,n3,s.|s.,n3,d2,m1,r1,s|11
girija||s,g3,m1,d1,n3,s.|s.,n3,d1,m1,g3,r1,s|15
sharavibhasitam||s,g3,m2,p,d2,n3,s.|s.,d2,p,m2,g3,r2,s|65
hariprakasha||s,r2,g3,r2,g3,p,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
karaimidatron||s,g3,p,d2,s.|s.,n3,p,m1,r1,s|17
sunadala||s,r2,m1,p,n3,d2,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
kunjamalini||s,r2,s,g3,m1,p,m1,d2,n3,s.|s.,n3,d2,p,d2,m1,n3,d2,m1,g3,r2,g3,s|29
ratnajyoti||s,g3,m1,p,n2,s.|s.,n2,d2,g3,r2,s|28
nigvanivasantam||s,r2,g2,p,d1,s.|s.,n3,d1,p,m2,g2,r2,s|57
kirvani||s,r1,g3,r1,m1,g3,m1,d1,n1,p,s.|s.,n1,d1,p,m1,g3,r1,s|13
navaplavi||s,r1,g3,m2,p,d1,n3,p,d1,p,s.|s.,n3,d1,p,d1,m2,g3,s|51
banavasantam||s,r1,g3,m2,p,d2,n3,s.|s.,d2,p,m2,g3,r1,s|53
parpati||s,g2,m2,p,n3,s.|s.,n3,p,m2,g2,s|45
tirukkondalvannan||s,r2,g2,m1,p,d2,s.|s.,d2,m1,g2,r2,s|22
udika||s,r1,g3,m1,p,d2,s.|s.,n2,d2,p,m1,g3,r1,s|16
cutavali||s,m2,g2,m2,p,d1,n2,s.|s.,n2,d1,p,m2,g2,r2,s|56
ramakriya||s,r3,g3,m1,p,d1,n2,s.|s.,n2,d1,p,m1,g3,r3,s|32
pavitri||s,m2,p,d2,n2,s,r1,g3,m2,p|p,m2,g3,r1,s,n2,d2,p|52
tindiyam||s,r1,m2,p,d2,s.|s.,n2,p,g2,s|46
bhinnaherali||s,m2,p,d1,n2,d1,s.|s.,n2,d1,p,m2,g2,r1,s|44
suragavikrama||s,r2,g3,m2,p,m2,d2,n3,s.|s.,n3,d2,m2,g3,s|65
tapincam||s,g2,p,n3,s.|s.,n3,d1,p,m2,g2,r1,s|45
nasamani||s,r3,g3,m2,p,s.|s.,n2,d2,n2,p,m2,r3,s|70
samanarayani||s,r1,m1,p,d1,n1,s.|s.,p,d1,n1,p,m1,r1,s|13
vasavariti||s,r2,g2,m1,p,d1,n2,s.|s.,n2,d1,p,m1,d1,m1,g2,r2,s|20
tanittai||s,r1,g2,m2,d1,n3,s.|s.,n3,p,g2,r1,s|45
tirumurti||s,r1,m2,g2,m2,d2,n2,d2,n2,s.|s.,n2,d2,p,n2,d2,m2,g2,s|46
adan||s,r2,m2,d1,n3,s.|s.,n3,d1,m2,r2,s|63
ganapratapa||s,r2,g2,m1,p,d1,n2,d1,s.|s.,d1,m1,g2,r2,s|20
kayajapriya||s,r1,g1,p,d2,n2,s.|s.,n2,d2,p,g1,r1,s|4
calanavarali||s,r2,g2,m1,d1,n2,d1,s.|s.,d1,m1,g2,r2,s|20
vyaghramanjari||s,r1,m2,p,n3,s.|s.,n3,d2,p,m2,g2,r1,s|47
vijayavasantam||s,m2,p,d3,n3,s.|s.,n3,p,m2,g3,s|54
salaga||s,r1,g1,m2,p,d1,n1,s.|s.,n1,d1,p,m2,g1,r1,s|37
purantakam||s,r1,g2,m1,d2,s.|s.,d2,p,m1,g2,r1,s|10
sanatanikalyani||s,r2,g3,m2,p,d2,n3,s.|s.,n3,d2,p,m2,p,g3,r2,s|65
pariti||s,r1,m1,p,n2,s.|s.,n2,p,m1,r1,s|8
dhumala||s,r1,g1,m2,d3,s.|p,m2,r1,g1,r1,s|42
shankara||s,g3,p,n3,d2,s,n3|s.,n3,d2,m1,p,g3,r2,g3,s,r2|29
shuddhadeshi||s,r2,m1,p,d1,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
atrar||s,g3,m1,p,d1,n2,s.|s.,n2,p,m1,r1,s|14
somakriya||s,p,m1,r3,g3,m1,d1,n1,s.|s.,d1,p,m1,g3,m1,r3,s|31
shivashirumani||s,r2,g3,m1,p,d1,n3,s.|s.,n3,p,m1,g3,s|27
gaula||s,r1,m1,p,n3,s.|s.,n3,p,m1,r1,g3,m1,r1,s|15
akhandala||s,r1,g3,p,d1,n2,s.|s.,n2,p,m1,r1,s|14
mamaruvagaula||s,g3,m2,p,s.|s.,n3,d2,p,m2,g3,r2,s|65
innishaidhvani||s,g2,p,n2,s.|s.,d1,m1,r1,s|8
smasi||s,r2,m1,d2,s.|s.,n3,p,m1,g3,s|29
sakalabibhasu||s,r1,g3,d1,n3,s.|s.,n3,d1,m2,g3,r1,s|51
harabhusani||s,g1,m2,p,n3,s.|s.,n3,d1,m2,g1,s|39
nadagupti||s,m2,g1,r1,g1,p,d1,n1,s.|s.,d1,n1,d1,p,m2,g1,r1,s|37
purnodayam||s,r2,m1,p,d2,s.|s.,n3,p,m1,r2,g3,r2,s|29
anantan||s,r1,g3,m1,p,s.|s.,n2,d1,p,m1,g3,r1,s|14
bhairavi||s,r2,g2,m1,p,d1,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
posini||s,m1,g3,m1,p,d2,n2,d2,s.|s.,n2,d2,p,m1,g3,m1,r1,s|16
bhadrakara||s,r3,g3,r3,m1,d1,n3,s.|s.,n3,d1,n3,p,m1,g3,r3,s|33
sadvidhamargini||s,r1,g2,m2,p,d2,n2,s.|s.,n2,d2,p,m2,g2,r1,s|46
kalakamadi||s,r1,m1,p,d1,n1,s.|s.,n1,d1,p,m1,r1,s|13
gaudamallar||s,r2,m1,p,d2,s.|s.,n3,d2,m1,m1,g3,r2,s|29
renuka||s,g3,m2,p,d3,n3,s.|s.,n3,d3,p,m2,g3,s|54
svarnadipakam||s,r1,g2,m2,p,d1,s.|s.,d1,p,m2,g2,r1,s|43
kotri||s,g2,m1,p,d2,s.|s.,n2,d2,p,m1,g2,s|22
naccellaiyar||s,r1,g3,p,d1,s.|s.,n2,p,m2,g3,r1,s|50
sharadyuti||s,r1,g3,m2,p,d3,n3,d3,s.|s.,n3,d3,p,m2,g3,r1,s|54
putikam||s,g2,p,n2,s.|s.,d1,m2,r2,s|56
bhagyaranjani||s,r2,g2,m1,d2,n2,s.|s.,p,m1,g2,r2,s|22
shesaprabhata||s,g3,m1,p,d1,s.|s.,n3,d1,p,m1,g3,r1,s|15
bhinnavikramam||s,r2,g3,m1,d2,s.|s.,n3,d2,p,r2,s|29
kuntalam||s,r2,g3,m2,p,d1,s.|s.,n1,d1,p,m2,g3,r2,s|61
svarastra||s,r1,g3,m1,p,d2,n2,s.|s.,n2,d2,p,m1,g3,r1,s|16
mukundakokila||s,g3,p,n2,s.|s.,n2,p,g3,s|28
bhrngamohini||s,r1,m2,p,d2,n3,s.|s.,n3,d2,p,m2,r1,s|47
hanumanta||s,g2,m1,p,d2,n2,s.|s.,d2,m1,r1,s|10
guruprakashi||s,r2,g2,m1,d1,n2,s.|s.,n2,d1,m1,g2,r2,s|20
shrimanoranjani||s,g2,m1,d2,n2,s.|s.,n2,d2,m1,g2,r2,s|22
lavanavaridhi||s,g2,m1,p,d2,s.|s.,n2,d2,p,m1,g2,r2,s|22
bammani||r1,s,g3,m2,d1,n1,s.|s.,n1,d1,m2,g3,r1,s|49
vasantamanohari||s,r1,g3,m1,p,d1,n3,s.|s.,n3,p,m1,g3,s|15
varini||s,r3,p,d1,n2,s.|s.,n2,d1,p,r3,s|32
chayasobhitam||s,r2,g2,m1,p,d2,s.|s.,n2,d2,p,m1,d2,m1,r2,g2,r2,s|22
mecabauli||s,r1,g3,p,d1,s.|s.,n3,d1,p,m1,g3,r1,s|15
gurudipakam||s,r2,g3,p,s.|s.,n3,d2,p,m2,g3,r2,s|65
shrikalkada||s,r1,g3,p,d1,n2,s.|s.,n2,d1,p,g3,r1,s|14
gajashri||s,r1,g2,m1,p,n3,d1,s.|s.,p,m1,g2,r1,s|9
kacaragam||s,r2,g3,p,d1,n3,s.|s.,d1,p,m1,r2,s|27
sarangakapi||s,r2,p,m1,r2,p,r2,m1,p,n2|s.,n2,d1,p,m1,g2,r2,s|20
vidata||s,r2,m2,d2,n2,s.|s.,n2,d2,m2,r2,s|64
kuvalayapriya||s,r2,m2,p,n3,s.|s.,d2,p,m2,g3,s|65
latarlatika||s,r1,g3,m1,p,d1,s.|s.,d1,p,m1,r1,s|15
garbhasardula||s,r1,g3,m2,n3,s.|s.,p,m2,g3,r1,s|51
kallolabangala||s,r3,m1,p,n1,d1,s.|s.,n1,p,d1,m1,g3,r3,s|31
ratishobhita||s,r2,g2,m1,d1,n2,s.|s.,n2,p,m1,g2,r2,s|20
kinnaraoli||s,g2,p,d1,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
nepala||s,r2,m1,g2,m1,p,n3,s.|s.,n3,d1,p,m1,r2,s|21
karnikadhari||s,r2,s,g2,r2,g2,m1,d1,d1,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
rasali||s,r1,m1,p,d2,n2,s.|s.,d2,p,m1,r1,s|10
kokilabangala||s,r3,m1,p,n1,d1,s.|s.,n1,d1,p,m1,g3,r3,s|31
hayagati||s,g3,m1,p,m1,d2,n3,s.|s.,n3,d2,p,m1,g3,m1,r1,s|17
kumanan||s,g2,m1,p,d1,n3,s.|s.,n3,p,m1,r2,s|21
mayavasantam||s,r1,g3,m2,p,d2,n3,s.|s.,n3,p,d2,n3,d2,p,m2,r1,m2,g3,r1,g3,s|53
sarangamani||s,r1,g3,m2,d1,s.|s.,n3,d1,p,m2,g3,r1,s|51
shribhinnapanchama||s,g1,m1,p,d1,n1,s.|s.,n1,d1,p,m1,g1,r1,s|1
guhamancikai||s,r2,m1,d1,s.|s.,n2,d1,p,m1,g2,s|20
mangayarkkarashi||s,r2,g3,m2,p,n2,s.|s.,n2,p,m2,g3,r2,s|62
sarvabhauma||s,g3,m1,p,d1,s.|s.,n2,d1,p,m1,g3,r2,s|26
sunadapriya||s,r2,g2,m2,p,s.|s.,n3,d1,p,m2,g2,r2,s|57
balacaritra||s,r2,g2,r2,m2,p,d3,n3,d3,s.|s.,n3,d3,p,m2,g2,s|60
kinnari||s,r2,m1,p,s.|s.,n2,d1,m1,g2,s|20
kancanangi||s,r2,g2,m2,p,d1,s.|s.,d1,p,m2,g2,r2,s|55
ghanamayuri||s,m2,g3,d1,n3,s.|s.,n3,d1,m2,p,m2,g3,r1,s|51
vilambini||s,m2,g3,m2,p,n3,d1,n3,s.|s.,n3,d1,p,m2,d1,m2,g3,r1,s|51
sarangalila||s,r2,g2,m2,p,d2,n3,s.|s.,d2,p,n3,d2,m2,g2,s|59
abherini||s,r2,g2,m1,p,n3,s.|s.,n3,p,m1,r2,s|21
irili||s,r1,g3,m1,p,d1,n3,s.|s.,n3,p,g3,s|15
purnagaula||s,r2,m1,g3,r2,m1,p,d2,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
mameghakuntali||s,r2,g3,m2,p,n3,s.|s.,d2,p,m2,g3,r2,s|65
lalitapancamam||s,r1,g3,m1,p,m1,d1,n3,s.|s.,n3,d1,m1,g3,r1,s|15
gaulagandhari||s,r3,g3,m2,p,d1,s.|s.,n2,d1,p,m2,g3,r3,s|68
vanan||s,g2,p,d1,s.|s.,n3,m2,r2,s|57
dhiramati||s,r2,g3,m1,p,m1,n3,d2,s.|s.,n3,p,m1,g3,r2,s|29
purnabhairavi||s,r2,g2,m1,d1,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
padmavati||s,r2,g3,m2,p,s.|s.,n3,d1,p,m2,g3,r2,s|63
pancakottani||s,r2,m1,g2,m1,p,n2,s.|s.,n2,d2,n2,d2,p,m1,d2,m1,g2,s|22
tirukkanatitan||s,r2,g2,p,d1,s.|s.,n2,p,m2,g2,r2,s|56
hladini||s,g3,m2,p,n2,s.|s.,n2,p,m2,g3,s|64
shuddasatva||s,r1,g1,m1,d1,s.|s.,d1,m1,g1,r1,s|1
nadahindola||s,g2,r2,m1,d1,g2,m1,p,n2,d1,n2,s.|s.,n2,p,d1,p,m1,g2,r2,g2,m1,r2,s|20
ksadraksi||s,r1,m2,g2,r1,m2,p,d2,n2,s.|s.,n2,p,d2,p,m2,g2,r1,s|46
balaghosi||s,r2,g2,p,m1,n2,d2,s.|s.,n2,d2,p,m1,g2,r2,s|22
sardalangi||s,g2,m1,d2,n2,s.|s.,n2,d2,m1,g2,s|22
nalinasukhi||s,m1,g3,m1,p,d2,n2,d2,s.|s.,n2,d2,p,m1,g3,m1,r3,s|34
sakalakalavalli||s,r1,m1,d1,s.|s.,n2,p,g2,s|8
devamukhari||s,r1,m1,p,d1,n1,s.|s.,n1,d1,p,m1,r1,s|13
triyama||s,r1,m1,d3,n3,s.|s.,n3,d3,m1,r1,s|18
citam||s,g3,m1,d1,s.|s.,n2,d1,p,m1,g3,r2,s|26
hamsanarayani||s,r1,g3,m2,p,s.|s.,n3,p,m2,g3,r1,s|51
vasugarbha||s,r2,g2,m2,n2,s.|s.,n2,m2,g2,r2,s|56
cidanandi||s,r3,g3,m1,p,d3,n3,s.|s.,n3,d3,n3,p,m1,g3,m1,r3,s|36
nagabharanam||s,r2,g3,m1,p,n3,d3,n3,s.|s.,n3,p,m1,g3,m1,r2,s|30
margabhadra||s,g3,m1,p,n3,s.|s.,d1,p,g3,r2,s|27
innishakkadal||s,g3,p,d1,s.|s.,n2,p,m2,g3,r2,s|62
gunasindhu||s,m1,g3,m1,p,d1,n3,d1,s.|s.,n3,d1,p,m1,g3,r1,s|15
vishvambari||s,r1,g3,m2,p,d3,n3,s.|s.,d3,p,m2,g3,r1,s|54
phalantam||s,r1,m2,p,s.|s.,n2,p,g3,s|52
sindhumukhari||s,g3,r2,g3,m1,p,s.|s.,n3,d2,p,n3,d2,m1,g3,r2,s|29
vagvilasita||s,g3,r2,g3,m1,p,d2,n2,s.|s.,n2,d2,p,m1,g3,m1,r2,s|28
hrinkaradhvani||s,r2,g3,m1,p,n2,s.|s.,n2,d2,m1,g3,r2,s|28
prabhavali||s,r1,m2,p,d2,n3,s.|s.,n3,d2,p,m2,g1,r1,s|41
patravazhai||s,m2,g3,m2,p,n3,d1,s.|s.,d1,p,m2,g3,r2,s|63
varam||s,g2,m1,d2,n2,s.|s.,n2,d2,m1,g2,s|22
naipali||s,r3,g3,p,d3,n3,s.|s.,n3,d3,p,g3,r3,s|36
ramabharanam||s,r2,m2,p,s.|s.,n2,d2,p,m2,g3,s|64
kannadasaurastra||s,r1,m1,g2,m1,p,d2,n2,s.|s.,n2,d2,p,m1,g2,s|10
ellon||s,r1,m1,p,d2,n2,s.|s.,n2,d2,m1,g3,s|16
kanni||s,r1,g3,m1,p,d2,n3,s.|s.,n3,p,m1,r1,s|17
painjjnivi||s,r2,g2,m2,p,d1,n3,s.|s.,d1,p,g2,r2,s|57
shashankakirana||s,r1,g2,p,d3,s.|s.,d3,p,g2,r1,s|12
manabharani||s,r2,g3,p,m1,d1,n3,s.|s.,n3,d1,p,m1,g3,r2,s|27
makaraketana||s,r2,g2,p,d1,s.|s.,n2,p,m1,r2,s|20
ratnasaranga||s,r2,g2,m2,p,n3,s.|s.,n3,d3,p,m2,g2,r2,s|60
mallari||s,g3,m1,p,n3,s.|s.,n3,p,m1,g3,s|15
vrsamati||s,r2,m2,p,d2,s.|s.,d2,p,m2,r2,m2,g3,s|65
tiruchchengai||s,g3,m1,p,d2,s.|s.,n3,p,m1,g3,r2,s|29
nitimati||s,r2,g2,m2,p,d3,n3,s.|s.,n3,d3,p,m2,g2,r2,s|60
ma-avaron||s,g2,m1,p,d2,n3,s.|s.,d2,p,m1,r1,s|11
shreeraagam||s,r2,m1,p,n2,s.|s.,n2,p,m1,r2,g2,r2,s|22
shilluru||s,g3,m1,n2,s.|s.,d1,m1,r2,s|26
nandanapriya||s,r3,m2,d3,n3,s.|s.,n3,d3,m2,r3,s|72
jayamanohari||s,r2,g2,m1,d2,s.|s.,n2,d2,m1,g2,r2,s|22
ghanashyamala||s,r1,g1,m1,d2,n3,d2,s.|s.,d2,n3,p,m1,g1,r1,s|5
mayasvarupini||s,r3,g3,m2,d1,s.|s.,d1,m2,g3,r3,s|67
divyasena||s,r2,g2,m2,p,d2,n2,s.|s.,n2,d2,m2,g2,r2,m2,g2,s|58
shrngaralalita||s,g2,m2,d2,n2,s.|s.,n2,d2,m2,g2,r2,s|58
natyabharanam||s,r1,g2,m1,p,d2,s.|s.,n2,d2,p,m1,g2,r1,s|10
somurtika||s,r1,g2,m1,p,n2,d1,s.|s.,n2,d1,p,m1,g2,r1,s|8
uvana||s,g3,p,n3,s.|s.,n3,p,r1,s|15
puspamanohari||s,m1,g2,p,d1,n3,d1,s.|s.,n3,d1,m1,g2,r2,s|21
kalanemi||s,r2,g2,m1,p,n2,s.|s.,n2,d1,p,m1,g2,r2,s|20
deshyatodi||s,r1,g2,m1,p,d1,n2,s.|s.,n2,d1,n2,d1,p,m1,g2,r1,s|8
kokilavicitra||s,r2,g3,r2,m1,p,d2,s.|s.,n3,d2,p,d2,m1,n3,d2,m1,g3,s|29
suryapiravai||s,g3,m1,p,d2,s.|s.,n2,p,r2,s|28
matelli||s,g2,m2,p,s.|s.,n3,d2,p,m2,g2,r1,s|47
deshi||s,g3,m1,p,d2,n2,s.|s.,n2,d2,p,m1,g3,r2,s|28
virashankarabharanam||s,r2,g3,m1,p,d2,n3,s.|s.,d2,p,m1,g3,r2,s|29
bangala||s,r2,g3,m1,n3,p,s.|s.,n3,p,m1,r2,g3,r2,s|29
tiruambikaiyan||s,r1,m1,d2,s.|s.,n2,m1,g2,s|10
tirodam||s,r1,g2,m2,p,d2,s.|s.,n2,p,g2,s|46
mattakokila||s,r2,p,d2,s.|s.,d2,p,r2,s|28
gurupriya||s,r2,g3,m2,d2,n2,s.|s.,n2,d2,m2,g3,r2,s|64
mukundamanohari||s,g3,r1,m2,d1,p,n3,s.|s.,n3,d1,p,g3,r1,s|51
badarivasantam||s,r2,g3,m2,n3,s.|s.,n3,d1,p,d1,n3,d1,m2,g3,r2,s|63
yauvani||s,r3,g3,m1,p,n1,d1,n1,s.|s.,d1,p,m1,r3,m1,g3,s|31
selvanayaki||s,r1,g3,p,n2,s.|s.,d1,p,m2,g3,r1,s|50
nedili||s,r1,m2,d1,s.|s.,n3,p,g3,s|51
kalidasa||s,r2,g2,m1,p,d1,n2,s.|s.,d1,m1,r2,s|20
shengunri||s,r2,m1,p,d2,n3,s.|s.,n3,p,m1,g3,s|29
hemanadini||s,r2,g2,m2,d2,s.|s.,n2,d2,p,m2,g2,r2,s|58
puspalalita||s,g3,m2,d1,n3,s.|s.,d1,p,m2,r1,s|51
bhuvanasundari||s,r2,g3,m1,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
bhinnagandhari||s,r2,g3,m1,p,d1,s.|d1,p,m1,g3,m1,r2,s|27
dhonka||s,g3,p,d1,n1,s.|s.,n1,d1,p,g3,s|13
shuddhatodi||s,r1,g2,m1,d1,n2,s.|s.,n2,d1,m1,g2,r1,s|8
adideshya||s,r1,g1,m2,p,n3,s.|s.,n3,d1,p,m2,g1,r1,s|39
dirghamangali||s,r1,m2,p,d2,s.|s.,d2,p,m2,g2,r1,s|47
komaghal||s,r2,g2,m1,p,s.|s.,n2,d2,p,m1,g2,s|22
gajavardhanam||s,g3,m1,d2,n3,s.|s.,d2,p,m1,g3,r2,s|29
dilipakam||s,r2,g2,r2,m1,p,n2,d2,n2,p,d2,n2,s.|s.,n2,d2,p,m1,g2,r2,s|22
pakali||s,r1,g1,r1,g1,p,n2,d2,s.|s.,n2,d2,m2,g1,r1,s|40
indrabharanam||s,r2,g3,p,d2,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
sadaya||s,r2,g2,m1,p,d2,n3,s.|s.,n3,d2,m1,g2,r2,s|23
patakam||s,r1,g3,p,n2,s.|s.,d2,p,m2,g3,s|52
vasantamalli||s,g2,m1,p,n3,s.|s.,d2,p,m1,g2,s|11
anguru||s,g2,m1,d1,n1,s.|s.,n1,d1,m1,g2,s|7
rangatodi||s,g2,m1,p,d1,n2,s.|s.,n2,d1,p,m1,g2,r1,s|8
sakalamangalai||s,g2,p,n2,s.|s.,n2,d2,p,m1,g2,r2,s|22
govardhani||s,r2,g2,p,d1,n3,s.|s.,n3,p,d1,p,m2,g2,r2,s|57
vaidarbha||s,r1,g2,m1,p,d1,n2,p,s.|s.,n2,d1,m1,g2,r1,s|8
kuresham||s,r2,g3,m2,p,n3,s.|s.,n3,d2,p,m2,r2,s|65
hamsavariti||s,r1,m1,p,d1,s.|s.,n3,d1,p,m1,r1,s|15
pantu||s,r2,g3,m1,p,s.|s.,n3,d2,p,n3,d2,m1,g3,r2,s|29
ragam||s,g3,m1,p,n2,s.|s.,n2,d2,p,m1,g3,r2,s|28
purvavivardhini||s,r2,m1,p,s.|s.,n3,d2,p,m1,g3,r2,s|29
manirangu||s,r2,m1,p,n2,s.|s.,n2,p,m1,g2,r2,s|22
kamalanarayani||s,r2,m2,p,d1,n1,s.|s.,n1,d1,p,m2,g2,m2,r2,s|55
dhanakriyadhatu||s,r2,g2,m1,p,d1,n2,d1,s.|s.,d1,p,m1,g2,r2,s|20
ukapriya||s,r1,g2,m1,d2,n3,s.|s.,n3,d2,m1,g2,r1,s|11
vasantamaruva||s,r1,g3,m2,p,d1,n3,d1,s.|s.,d1,p,m2,g3,s|51
jyotispati||s,r2,g3,m2,p,s.|s.,n2,d1,p,m2,g3,r2,s|62
bhinnasadjam||s,r1,m1,p,n3,s.|s.,d1,r1,m1,g2,r1,s|9
raktamadhavi||s,r1,g2,m2,p,d2,m2,d2,n3,s.|s.,d2,p,m2,g2,s|47
dajasari||s,r1,g2,m1,p,d1,n3,s.|s.,p,m1,g2,r1,s|9
paramam||s,r1,g3,m2,p,d2,s.|s.,n3,p,g3,r1,s|53
anandarupi||s,g3,p,m2,s.|s.,d1,m2,r2,s|63
nagari||s,r2,m1,p,d2,n2,s.|s.,n2,d2,p,m1,g2,s|22
bhayasvini||s,g2,m1,p,d2,n3,s.|s.,n3,d2,p,m1,g2,s|11
jhankaradhwani|19|s,r2,g2,m1,p,d1,n1,s.|s.,n1,d1,p,m1,g2,r2,s|
ghanaandolika||s,g3,m1,d2,n2,s.|s.,n2,d2,p,m1,g3,r2,g3,s|28
jingala||s,r2,g2,m1,p,d1,p,s.|s.,n2,d1,p,m1,g2,r2,s|20
kanakabhusani||s,r1,g3,d2,n2,s.|s.,n2,d2,m1,g3,r1,s|16
karnatakaandali||s,g3,r1,m1,p,d1,n2,s.|s.,n2,p,m1,g3,r1,s|14
nagabhogi||s,r1,g1,m2,p,d1,n3|n3,d1,p,m2,g1,r1,s,n3|39
purasuya||s,r1,m2,g2,r1,m2,p,n2,d2,n2,s.|s.,n2,d2,p,m2,g2,r1,s|46
dinarneya||s,r2,g2,p,n2,s.|s.,d2,p,m2,g2,r2,s|58
simhamadhyama||s,r1,g2,m2,n1,s.|s.,n1,m2,g2,r1,s|43
vivardhani||s,r2,m1,p,s,n3,s.|s.,n3,d2,p,m1,g3,r2,s|29
namavarali||s,r1,m1,p,d1,n3,s.|s.,n3,d1,p,m1,g1,r1,s|3
